train/actor_loss,train/critic_loss,time/episodes,time/total_timesteps,train/reward,train/ent_coef_loss,train/ent_coef,time/fps,time/time_elapsed,train/n_updates,train/learning_rate
222.78956604003906,502.2509765625,4,14604,-0.0022559355,-116.38265991210938,0.08784284442663193,49,293,14503,0.0001
29.80685043334961,43.661102294921875,8,29208,-7.716203e-06,-184.2977752685547,0.020416541025042534,51,564,29107,0.0001
